name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
"BM_list_reverse/10000_median",10,12812.3,12812.6,ns,,,,,
"BM_list_reverse/10000_stddev",10,4092.11,4092.16,ns,,,,,
"BM_list_reverse/10000_cv",10,0.263681,0.263675,,,,,,
"BM_list_reverse/100000",5739,202166,202175,ns,,,,,
"BM_list_reverse/100000",5739,145234,145240,ns,,,,,
"BM_list_reverse/100000",5739,125705,125710,ns,,,,,
"BM_list_reverse/100000",5739,125527,125534,ns,,,,,
"BM_list_reverse/100000",5739,226519,226528,ns,,,,,
"BM_list_reverse/100000",5739,123727,123734,ns,,,,,
"BM_list_reverse/100000",5739,225115,225122,ns,,,,,
"BM_list_reverse/100000",5739,138182,138189,ns,,,,,
"BM_list_reverse/100000",5739,241130,241139,ns,,,,,
"BM_list_reverse/100000",5739,123440,123445,ns,,,,,
"BM_list_reverse/100000_mean",10,167675,167682,ns,,,,,
"BM_list_reverse/100000_median",10,141708,141715,ns,,,,,
"BM_list_reverse/100000_stddev",10,49605.8,49607.1,ns,,,,,
"BM_list_reverse/100000_cv",10,0.295846,0.295841,,,,,,
"BM_list_reverse/1000000",249,4.33416e+06,4.33397e+06,ns,,,,,
"BM_list_reverse/1000000",249,3.11977e+06,3.11982e+06,ns,,,,,
"BM_list_reverse/1000000",249,2.80945e+06,2.80938e+06,ns,,,,,
"BM_list_reverse/1000000",249,2.80002e+06,2.80014e+06,ns,,,,,
"BM_list_reverse/1000000",249,4.42446e+06,4.42437e+06,ns,,,,,
"BM_list_reverse/1000000",249,2.77787e+06,2.77787e+06,ns,,,,,
"BM_list_reverse/1000000",249,4.09621e+06,4.0963e+06,ns,,,,,
"BM_list_reverse/1000000",249,2.53057e+06,2.53062e+06,ns,,,,,
"BM_list_reverse/1000000",249,4.32453e+06,4.32464e+06,ns,,,,,
"BM_list_reverse/1000000",249,2.77826e+06,2.77815e+06,ns,,,,,
"BM_list_reverse/1000000_mean",10,3.39953e+06,3.39953e+06,ns,,,,,
"BM_list_reverse/1000000_median",10,2.96461e+06,2.9646e+06,ns,,,,,
"BM_list_reverse/1000000_stddev",10,787288,787271,ns,,,,,
"BM_list_reverse/1000000_cv",10,0.231587,0.231583,,,,,,
