name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
"BM_shared_ptr",56902150,11.8068,11.8067,ns,,,,,
"BM_shared_ptr",56902150,11.2387,11.2165,ns,,,,,
"BM_shared_ptr",56902150,10.9846,10.9667,ns,,,,,
"BM_shared_ptr",56902150,10.9014,10.9012,ns,,,,,
"BM_shared_ptr",56902150,11.0288,11.006,ns,,,,,
"BM_shared_ptr",56902150,10.8084,10.8083,ns,,,,,
"BM_shared_ptr",56902150,11.0233,10.998,ns,,,,,
"BM_shared_ptr",56902150,10.8309,10.8162,ns,,,,,
"BM_shared_ptr",56902150,11.2673,10.974,ns,,,,,
"BM_shared_ptr_mean",10,11.1519,11.11,ns,,,,,
"BM_shared_ptr_median",10,11.026,10.986,ns,,,,,
"BM_shared_ptr_stddev",10,0.336832,0.337668,ns,,,,,
"BM_shared_ptr_cv",10,0.0302039,0.0303932,,,,,,
"BM_list_reverse/10000",51820,21112.1,21083.4,ns,,,,,
"BM_list_reverse/10000",51820,12521,12503,ns,,,,,
"BM_list_reverse/10000",51820,13010.5,12981.9,ns,,,,,
"BM_list_reverse/10000",51820,12277.1,12275.5,ns,,,,,
"BM_list_reverse/10000",51820,24005,23963.9,ns,,,,,
"BM_list_reverse/10000",51820,12247.3,12247.2,ns,,,,,
"BM_list_reverse/10000",51820,22904.7,22881.5,ns,,,,,
"BM_list_reverse/10000",51820,11858.5,11858.4,ns,,,,,
"BM_list_reverse/10000",51820,19133.5,19122.2,ns,,,,,
"BM_list_reverse/10000",51820,12284.1,12264.1,ns,,,,,
"BM_list_reverse/10000_mean",10,16135.4,16118.1,ns,,,,,
"BM_list_reverse/10000_median",10,12765.8,12742.4,ns,,,,,
"BM_list_reverse/10000_stddev",10,5027.34,5018.08,ns,,,,,
"BM_list_reverse/10000_cv",10,0.311572,0.311332,,,,,,
"BM_list_reverse/100000",5707,243453,243004,ns,,,,,
"BM_list_reverse/100000",5707,202928,202705,ns,,,,,
"BM_list_reverse/100000",5707,122573,122301,ns,,,,,
"BM_list_reverse/100000",5707,124947,124946,ns,,,,,
"BM_list_reverse/100000",5707,224638,224266,ns,,,,,
"BM_list_reverse/100000",5707,123705,123704,ns,,,,,
"BM_list_reverse/100000",5707,224403,224010,ns,,,,,
"BM_list_reverse/100000",5707,136959,136958,ns,,,,,
"BM_list_reverse/100000",5707,237740,237331,ns,,,,,
"BM_list_reverse/100000",5707,121676,121671,ns,,,,,
"BM_list_reverse/100000_mean",10,176302,176089,ns,,,,,
"BM_list_reverse/100000_median",10,169944,169831,ns,,,,,
"BM_list_reverse/100000_stddev",10,54227.1,54057.2,ns,,,,,
"BM_list_reverse/100000_cv",10,0.307581,0.306987,,,,,,
"BM_list_reverse/1000000",246,4.38254e+06,4.37737e+06,ns,,,,,
"BM_list_reverse/1000000",246,2.90351e+06,2.90084e+06,ns,,,,,
"BM_list_reverse/1000000",246,2.84071e+06,2.84029e+06,ns,,,,,
"BM_list_reverse/1000000",246,3.0165e+06,3.01014e+06,ns,,,,,
"BM_list_reverse/1000000",246,4.70065e+06,4.69422e+06,ns,,,,,
"BM_list_reverse/1000000",246,2.85405e+06,2.84795e+06,ns,,,,,
"BM_list_reverse/1000000",246,4.14422e+06,4.13747e+06,ns,,,,,
"BM_list_reverse/1000000",246,2.83747e+06,2.83253e+06,ns,,,,,
"BM_list_reverse/1000000",246,4.31654e+06,4.31192e+06,ns,,,,,
"BM_list_reverse/1000000",246,2.79434e+06,2.79009e+06,ns,,,,,
"BM_list_reverse/1000000_mean",10,3.47905e+06,3.47428e+06,ns,,,,,
"BM_list_reverse/1000000_median",10,2.96001e+06,2.95549e+06,ns,,,,,
"BM_list_reverse/1000000_stddev",10,794160,793286,ns,,,,,
"BM_list_reverse/1000000_cv",10,0.228269,0.228331,,,,,,
