name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
"BM_doubleToString/100000_median",10,2.0718e+07,2.07085e+07,ns,,,,,
"BM_doubleToString/100000_stddev",10,225064,224711,ns,,,,,
"BM_doubleToString/100000_cv",10,0.0108223,0.0108115,,,,,,
"BM_uptr",72758210,9.55847,9.55526,ns,,,,,
"BM_uptr",72758210,9.63367,9.63121,ns,,,,,
"BM_uptr",72758210,9.57572,9.57302,ns,,,,,
"BM_uptr",72758210,9.65484,9.64402,ns,,,,,
"BM_uptr",72758210,9.59334,9.57701,ns,,,,,
"BM_uptr",72758210,9.57954,9.57119,ns,,,,,
"BM_uptr",72758210,9.61683,9.60567,ns,,,,,
"BM_uptr",72758210,9.65539,9.64142,ns,,,,,
"BM_uptr",72758210,9.58483,9.57906,ns,,,,,
"BM_uptr",72758210,9.6038,9.59979,ns,,,,,
"BM_uptr_mean",10,9.60564,9.59777,ns,,,,,
"BM_uptr_median",10,9.59857,9.58942,ns,,,,,
"BM_uptr_stddev",10,0.0336579,0.0318613,ns,,,,,
"BM_uptr_cv",10,0.00350397,0.00331966,,,,,,
"BM_shared_ptr",61851780,11.3603,11.3525,ns,,,,,
"BM_shared_ptr",61851780,11.4101,11.3956,ns,,,,,
"BM_shared_ptr",61851780,11.3905,11.3819,ns,,,,,
"BM_shared_ptr",61851780,11.422,11.4142,ns,,,,,
"BM_shared_ptr",61851780,11.3888,11.3822,ns,,,,,
"BM_shared_ptr",61851780,11.4335,11.4215,ns,,,,,
"BM_shared_ptr",61851780,11.2742,11.2702,ns,,,,,
"BM_shared_ptr",61851780,11.4187,11.407,ns,,,,,
"BM_shared_ptr",61851780,11.4416,11.4354,ns,,,,,
"BM_shared_ptr",61851780,11.3339,11.3287,ns,,,,,
"BM_shared_ptr_mean",10,11.3873,11.3789,ns,,,,,
"BM_shared_ptr_median",10,11.4003,11.3889,ns,,,,,
"BM_shared_ptr_stddev",10,0.0518425,0.0498428,ns,,,,,
"BM_shared_ptr_cv",10,0.00455264,0.00438027,,,,,,
"BM_list_reverse/10000",49753,21184.3,21177.2,ns,,,,,
"BM_list_reverse/10000",49753,15569.6,15563.9,ns,,,,,
"BM_list_reverse/10000",49753,14139.2,14134.5,ns,,,,,
"BM_list_reverse/10000",49753,14169.1,14156.1,ns,,,,,
"BM_list_reverse/10000",49753,24065.3,24052.6,ns,,,,,
"BM_list_reverse/10000",49753,14075.6,14070.4,ns,,,,,
"BM_list_reverse/10000",49753,23673.3,23667.2,ns,,,,,
"BM_list_reverse/10000",49753,17015.8,17011.5,ns,,,,,
"BM_list_reverse/10000",49753,25199.3,25191.1,ns,,,,,
"BM_list_reverse/10000",49753,14180,14175.3,ns,,,,,
"BM_list_reverse/10000_mean",10,18327.2,18320,ns,,,,,
"BM_list_reverse/10000_median",10,16292.7,16287.7,ns,,,,,
"BM_list_reverse/10000_stddev",10,4670.51,4669.42,ns,,,,,
"BM_list_reverse/10000_cv",10,0.254841,0.254882,,,,,,
"BM_list_reverse/100000",5023,286829,286703,ns,,,,,
"BM_list_reverse/100000",5023,241560,241368,ns,,,,,
"BM_list_reverse/100000",5023,140190,140109,ns,,,,,
"BM_list_reverse/100000",5023,139932,139854,ns,,,,,
"BM_list_reverse/100000",5023,261949,261817,ns,,,,,
"BM_list_reverse/100000",5023,141913,141753,ns,,,,,
"BM_list_reverse/100000",5023,263827,263588,ns,,,,,
"BM_list_reverse/100000",5023,212426,212235,ns,,,,,
"BM_list_reverse/100000",5023,293423,293164,ns,,,,,
"BM_list_reverse/100000",5023,210762,210616,ns,,,,,
"BM_list_reverse/100000_mean",10,219281,219121,ns,,,,,
"BM_list_reverse/100000_median",10,226993,226801,ns,,,,,
"BM_list_reverse/100000_stddev",10,60569.7,60531.5,ns,,,,,
"BM_list_reverse/100000_cv",10,0.27622,0.276247,,,,,,
"BM_list_reverse/1000000",124,4.35235e+06,4.34869e+06,ns,,,,,
"BM_list_reverse/1000000",124,5.58403e+06,5.58101e+06,ns,,,,,
"BM_list_reverse/1000000",124,4.18019e+06,4.17715e+06,ns,,,,,
"BM_list_reverse/1000000",124,3.43745e+06,3.43526e+06,ns,,,,,
"BM_list_reverse/1000000",124,4.83394e+06,4.83252e+06,ns,,,,,
"BM_list_reverse/1000000",124,2.80384e+06,2.80323e+06,ns,,,,,
"BM_list_reverse/1000000",124,5.09382e+06,5.08637e+06,ns,,,,,
"BM_list_reverse/1000000",124,2.98592e+06,2.98281e+06,ns,,,,,
"BM_list_reverse/1000000",124,5.23411e+06,5.22596e+06,ns,,,,,
"BM_list_reverse/1000000",124,3.95792e+06,3.95668e+06,ns,,,,,
"BM_list_reverse/1000000_mean",10,4.24636e+06,4.24297e+06,ns,,,,,
"BM_list_reverse/1000000_median",10,4.26627e+06,4.26292e+06,ns,,,,,
"BM_list_reverse/1000000_stddev",10,957493,956048,ns,,,,,
"BM_list_reverse/1000000_cv",10,0.225486,0.225325,,,,,,
